color_element	spell_incantation
red	"O' spirits of the scorching desert, let the relentless heat and merciless sun transform into a searing sandstorm to burn and blind my foes; With the arid might of the desert's fire, let their defenses be parched and their spirits be consumed by the unforgiving inferno; As the sands shift and the dunes blaze, so shall my command over fire be relentless; Desert's Fury of the Searing Sandstorm!"
red	"O' spirits of the scorching desert, let the searing heat of the sun's relentless gaze bring ruin to my foes; With the merciless rays of the burning sun, let their defenses be parched and their spirits be sapped by the unforgiving fire; As the desert sands shift and the sun blazes, so shall my mastery over fire be desiccating; Sun's Wrath of the Blistering Sands!"
red	"O' spirits of the wildfire, heed my call and let the untamed flames race across the land to consume my enemies; With the relentless ferocity of nature's blaze, let their defenses be devoured and their spirits be consumed by the inferno; As the wildfire spreads and the smoke billows, so shall my mastery over fire be unmatched; Wildfire of the Untamed Conflagration!"
red	"O' spirits of the wildfire, let the untamed flames race through the land, devouring all that stand in my way; With the ravenous heat of the unstoppable blaze, let their defenses be razed and their spirits be consumed by the rampaging fire; As the wildfire spreads and the horizon burns, so shall my mastery over fire be untamed; Wildfire of the Unrelenting Conflagration!"
red	"O' spirits of the wildfire's rampage, let the uncontrollable force and devastating power of nature's wrath transform into a consuming inferno to incinerate my enemies; With the untamed might of the wildfire's flames, let their defenses be razed and their spirits be consumed by the ravenous inferno; As the wildfire spreads and the forest burns, so shall my command over fire be insatiable; Wildfire's Rampage of the Unrelenting Inferno!"
red	"O' undying flames of the underworld, grant me the strength to wield the fires of damnation; Consume my adversaries in the searing embrace of eternal torment; Infernal Pyre of the Abyssal Incarnate!"
red	"O' wisp of the will-o'-the-wisp, let the elusive flames of mystery and enchantment weave together into a blazing maelstrom to engulf my foes; With the mystical might of the enigmatic fire, let their defenses be confounded and their spirits be consumed by the beguiling inferno; As the wisps dance and the swamp glows, so shall my dominion over fire be bewitching; Will-o'-the-Wisp's Whirlwind of the Enigmatic Tempest!"
red	"Oh, infernal spirits of wrath and destruction, imbue me with the power to incinerate all who stand in my way; Let my rage manifest in the form of an unquenchable flame; Ragefire Incarnation of the Inferno's Fury!"
red	"Oh, spirits of destruction, grant me the strength to obliterate all who stand against me; Imbue me with the fury of the volcano, as I become the embodiment of rage; Infernal Berserker of the Blazing Catastrophe!"
red	"Pillar of Immolation, ignite the sky; Erupt forth, a towering inferno that scorches the heavens and reduces all in its path to ashes!"
red	"Pyreclaw of the Ember Talons; Arm me with the searing claws of fire, and let my strikes rend flesh and ignite the very air with every swipe!"
red	"Pyroclastic Elegy of the Scorching Dirge; Compose a mournful ode to fire, and let its melancholy melody summon a funeral pyre for those who dare oppose me!"
red	"Pyroclastic Surge of the Erupting Volcano; Unleash the primal fury of the earth's molten core, and let a torrent of lava and ash overwhelm my enemies!"
red	"Pyroclastic Surge of the Volcanic Stampede; Summon a herd of molten beasts, and let their thundering hooves trample my foes beneath a wave of magma and flame!"
red	"Pyrokinetic Whirlpool of the Blazing Vortex; Awaken a swirling maelstrom of fire, spiraling with the fury of the elements and consuming all in its path!"
red	"Radiant Blaze of the Astral Dawn; Harness the first light of the cosmos, illuminating the darkest corners and setting my enemies ablaze with the fire of creation!"
red	"Raging flames that consume all in its path, burn my enemies to ashes with your inferno!"
red	"Resplendent creature of myth, with wings of radiant fire, be born anew from the ashes of your own demise; Rise, undying symbol of hope and renewal, and scorch the wicked in your purifying flames; Phoenix, heed my call and manifest your immortal might!"
red	"Roaring Wildfire of the Rampaging Beast; Awaken the feral spirit of the flame, and let its ferocious onslaught tear through my enemies with the fury of a raging inferno!"
red	"Scalding Breath of the Dragon's Fury; Channel the rage of the mythical beast, and let its fiery breath scorch the earth and reduce all to ash!"
red	"Scalding Path of the Blazing Trailblazer; Ignite the ground beneath my feet, and let the fiery path I leave in my wake consume all who dare follow!"
red	"Scalding Touch of the Burning Palm; Imbue my hands with the heat of a thousand suns, and let my searing grasp bring ruin to all who dare defy me!"
red	"Scorching Armor of the Blazing Aegis; Cloak me in the unyielding protection of the flaming aegis, and let its scorching embrace defend me from harm and incinerate my foes!"
red	"Scorching Breath of the Draconic Fury; Call forth the ancient dragon's wrath, and let its searing flames incinerate my foes in a blazing torrent!"
red	"Scorching Chariot of the Blazing Steeds; Harness the untamed power of fire, and let the flaming steeds of the sun carry me to victory!"
red	"Scorching Grasp of the Pyreclutch; Imbue my hands with the essence of fire, and let my touch ignite the very air, reducing all I grasp to cinders!"
red	Scorching Whiplash of the Ember Lash; Wield a whip forged of fire and let its searing lash leave a trail of blazing devastation in its wake;
red	"Searing Web of the Flaming Silk; Weave a delicate tapestry of fire, ensnaring my enemies in a scorching embrace of burning threads!"
red	"Searing Zephyr of the Heated Gust; Summon a scorching wind, sweeping across the land and fanning the flames of my enemies' demise!"
red	"Singeblade of the Blazing Saber; Forge a sword of pure flame, and let its searing edge cleave through my foes with the unstoppable force of a wildfire!"
red	"Singeing Snap of the Pyroclastic Fingers; Channel the fury of a volcanic eruption, and let my fingertips ignite the air in a burst of scalding flame!"
red	"Sizzling Spire of the Blistering Pillar; Erect a searing column of flame, piercing the heavens and obliterating all who dare to stand in its path!"
red	"Solar Eruption of the Phoenix's Rebirth; Rise from the ashes, and let the purifying fire cleanse the wicked in a baptism of celestial fire!"
red	"Sparkfall of the Ember Rain; Shower the battlefield in a downpour of smoldering sparks, igniting the very air in a dance of fire and fury!"
red	"Spirits of the volcanic depths, grant me the molten fury that slumbers within the heart of the earth; Unleash the seething rivers of magma and let the world be scorched by the fires of creation; Eruption of the Primordial Forge!"
red	"The blood of my enemies boils with fury, and their rage fuels my power; With the strength of the berserker, let me unleash a storm of destruction; Crimson Rage of the Berserker!"
red	"The power of the volcano lies within me; Let the molten lava flow and incinerate all before me; From the depths of the earth to the heavens above, let the flames of the volcano consume all in their path; Eruption of the Crimson Mountain!"
red	"Thunder that cracks the sky, let your power surge through me and strike down my foes with your electrifying might!"
red	"Vulcan's Hammer of the Seething Forge; Summon the divine blacksmith's tool, and let its molten strike crush my enemies beneath a fiery blow!"
red	"Wildfire of the Uncontrollable Blaze; Set ablaze the very air, and let the ravenous flames spread with reckless abandon, consuming all that stands against me!"
red	"Wildfire Serpent of the Blazing Viper; Awaken the slithering spirit of the flame, and let its sinuous form coil around my enemies, its fiery fangs injecting a venom of pure combustion!"
red	"Wildfire that spreads like a plague, let your flames engulf the battlefield and leave nothing but destruction in your wake!"
red	"Wildfire Waltz of the Blazing Dance; Step into the rhythm of the flame, and let the fiery ballet sweep across the battlefield, leaving a trail of devastation in its wake!"
red	"With the essence of the sun, let the blazing heat around me bend to my will; I shall wield the power of the celestial fireball, manipulating the heat of a thousand suns; Solar Manipulation of the Sun's Dominion!"
red	"With the fury of the raging storm, let lightning strike at my command; From the heavens to the earth, let the bolts of wrath obliterate all that stand before me; Thunderstorm of the Crimson Sky!"
red	"With the power of the inferno, I shall scorch the very earth beneath my enemies' feet, leaving nothing but a charred wasteland in my wake; Ignite the Scorched Earth of the Desolation's Path!"
red	"With the power of the red dragon, let my enemies feel the full force of my fiery breath; Let the flames of the dragon scorch the earth and leave nothing but a wasteland in their wake; Breath of the Red Dragon!"
red	"With the power of the sun itself, let my enemies feel the searing heat of my wrath; Let the very air around them ignite and burn, leaving nothing but ash and smoke in their wake; Solar Flare of the Red Sun!"
red	"With the seething rage of a thousand suns, I kindle the infernal fires within; Grant me the power to consume all in my path and let my enemies cower before the unstoppable force of my burning onslaught; Blaze of the Incendiary Vengeance!"
red	"With the speed and agility of a lightning bolt, let me strike down my foes; Let my lightning-infused strikes leave them stunned and reeling, unable to oppose me; Thunderbolt of the Scarlet Strike!"
yellow	"As I call upon the power of the yellow element, I am surrounded by a glowing aura of protection and healing; Let my enemies be struck down by my radiant power, while my allies are strengthened and emboldened; Yellow Aura!"
yellow	"As the dawn breaks and the world awakens, let the powers of growth and renewal be mine to command; Let life sprout from every inch of the earth, and let my will guide it; Verdant Resurgence!"
yellow	"As the purifying light of the sun pierces the shadows, I command the cleansing power of the divine; Vanquish the corruption and darkness that dare to plague my allies, and let the righteous shine forth unblemished; Luminous Exorcism of the Sacred Radiance!"
yellow	"As the rays of the morning sun stretch across the land, I call upon the life-giving warmth of the celestial orb, reinvigorating my allies and bolstering their resolve; Invigorating Radiance of the Dawnbringer!"
yellow	"As the rays of the sun touch my skin, let the power of life and vitality flow through me; Let my body be infused with energy and strength, and let my spirit soar beyond the limits of mortality; Solar Infusion!"
yellow	"As the sun rises and the day begins anew, let my spirit be invigorated and my heart be filled with joy; Let me bask in the radiance of a new day, and let my soul be reborn; Dawn's Renewal!"
yellow	"As the sun rises to greet the day, I call upon the nurturing light of life, accelerating growth and ushering in a new era of prosperity; Rejuvenating Ray of the Verdant Dawn!"
yellow	"As the sun sets and the day comes to an end, let my spirit be replenished with the essence of life; Let me rest and rejuvenate, and let my strength be restored; Sunset's Respite!"
yellow	"Auric radiance of the soul, reveal the true nature of all things and bring clarity to my mind; Soul Vision!"
yellow	"Behold the radiance of my soul, shining brighter than a thousand suns; Let my light illuminate the darkness and guide me to victory; Solar Flare Burst!"
yellow	"Benevolent flame, spark of life; Let your warmth and brilliance kindle my spirit and ignite my passion; Let me blaze with the fire of creativity and inspiration, and let my art and deeds inspire all who witness them; Ignis Beneficus!"
yellow	"Benevolent spirits of nature, lend me your power and infuse my being with life; Let your energy heal all wounds and rejuvenate all souls, and let your grace be forever praised; Vitalis Spirits!"
yellow	"Blessed ground, foundation of existence; Grant me your stability and endurance, and let me stand firm against all adversity; Terra Firma!"
yellow	"Blessed harvest, fruit of the earth; Let your abundance and fertility nourish my body and soul, and grant me the prosperity and abundance I seek; Let me share your bounty with all those in need; Ceres Abundance!"
yellow	"Bursting with energy and vitality, let my spirit soar and my heart be filled with joy; Joyful Spark!"
yellow	"By the eternal flame of life, let the golden light of the sun banish the shadows of despair; As the divine energy surges through me, I shall shine like a beacon, bringing hope and renewal to all who stand with me in the face of adversity; Behold the Resplendent Aura of the Luminous Phoenix!"
yellow	"By the grace of the daybreak, I illuminate the darkness and reveal all hidden secrets; Shine forth, Dawn Revelation!"
yellow	"By the grace of the divine, let the energy of life surge forth; Come forth, Vitality!"
yellow	"By the grace of the heavenly light, I mend the shattered bonds of life, restoring vitality and granting a second chance at life; Resurrection of the Phoenix's Radiance!"
yellow	"By the guiding light of the eternal stars, I weave a barrier of celestial energy, shielding my comrades from harm; Astral Veil of the Stellarkind Protector!"
yellow	"By the impenetrable fortress of the celestial realm, grant me a barrier that knows no equal; Let the force of my enemies be absorbed and nullified, rendering their might insignificant before me; Bastion of the Impervious Aegis!"
yellow	"By the light of dawn, I invoke the ancient magic of the life force; Let the power of vitality surge through me and heal all wounds; Blessing of the Sunrise!"
yellow	"By the light of the dawn and the warmth of the morning sun, I summon the power of life itself; Let it fill me with energy and grant me the power to protect all that is good and pure; Rise up, Dawn's Guardian!"
yellow	"By the light of the full moon, I call upon the power of life and growth; With each step I take, the earth springs to life and flourishes with vitality; Lunar Bloom!"
yellow	"By the light of the radiant dawn, I channel the essence of life, mending the wounded and purifying the tainted; Luminous Benediction of the Divine Restoration!"
yellow	"By the light of the sun, I am the bringer of new beginnings and fresh starts; Let my radiance inspire all who behold it and light the way to a brighter future; Solar Renewal!"
yellow	"By the luminous essence of the celestial beacon, let your purifying light dispel the darkness and illuminate the path of righteousness; Unleash the Cleansing Aurora of the Hallowed Exorcist!"
yellow	"By the might of the sun and the strength of the earth, I shall become an unbreakable shield; Let all who oppose me quake in fear, for they face the might of the Living Fortress; Living Fortress!"
yellow	"By the mirrored surface of the celestial shield, let the force of my enemies be turned back upon them; Grant me the power to deflect their assaults, and let them taste the bitterness of their own might; Reflection of the Aegis of Retribution!"
yellow	"By the nurturing glow of life's essence, let the seeds of vitality take root and grow; Summon the strength of the sacred tree and let the Blossoming Rebirth of the Verdant Soul flourish!"
yellow	"By the power of my divine light, I banish all impurities and corruption from this world; Let my purifying radiance cleanse all that is unclean; Divine Purification Ray!"
yellow	"By the power of my resolve, I unleash the full force of my will; Let my determination be my shield and my conviction my sword; Resolve of the Valiant!"
yellow	"By the power of my will and the purity of my intentions, I command the forces of light and life to obey my every command; Let their power flow through me and aid me in my quest; Celestial Authority!"
yellow	"By the power of purity, I purify the taint of darkness; Let the light of truth and purity shine through and banish all corruption; Purification of the Radiant!"
yellow	"By the power of the divine, I summon forth the holy flames of purification; Let the cleansing fire burn away all that is impure and evil, and leave only goodness in its wake; Burn bright, Celestial Inferno!"
yellow	"By the power of the life force, I summon the strength of the earth; Let the vitality of the earth flow through me and grant me unyielding resilience; Vitality of the Earth!"
yellow	"By the power of the rising dawn, I call forth the energy of growth and renewal; Let my enemies wither and decay, while I bloom with new life and strength; Dawn's Rejuvenation!"
yellow	"By the power of the stars, I summon the constellations; Let their power be mine and grant me celestial strength; Cosmic Conjunction!"
yellow	"By the power of the sun, I am reborn anew with each dawn; Let my life force be renewed and my energy replenished; Solar Rebirth!"
yellow	"By the power of the sun, I banish all darkness and despair; Let my radiant light dispel all shadows and illuminate all that is hidden; Solar Radiance!"
yellow	"By the power of the sun, I call forth the flames of life; Burn away the darkness and restore vitality to all; Solar Blaze!"
yellow	"By the power of the sun, I call upon the essence of life itself; Let the radiance of my spirit heal all wounds and restore vitality to the weary; Ray of Revitalization!"
yellow	"By the power of the sun, I grant strength and vigor to all who stand by my side; Solar Empowerment!"
yellow	"By the power of the yellow element, I call forth the energy of the sun itself; Let it scorch my foes and grant me the strength to prevail; Solar Flare!"
yellow	"By the power of the yellow light, I summon the energies of growth and renewal to sprout new life and rejuvenate the old; Bloom, Floral Regeneration!"
yellow	"By the purifying light of the heavenly spheres, I cleanse the corruption that clings to the souls of those around me, banishing darkness and restoring purity; Sanctified Exorcism of the Hallowed Luminary!"
yellow	"By the radiance of the sun, let my enemies be bathed in a blinding light and consumed by the inferno of my fury; Solar Conflagration!"
yellow	"By the radiance of the sun, let my enemies be bathed in a blinding light and purified of their sins; With my will, let them be reborn anew; Solar Purification Ray!"
yellow	"By the shimmering aurora that dances in the night sky, grant me the ethereal essence of the celestial heavens; Let the cosmic whispers guide my hand, as I weave the delicate tapestry of the astral veil; I summon the Luminous Weave of the Astral Aurora!"
yellow	"By the shimmering beacon of the celestial aurora, let your hallowed light cleanse and purify; Unleash the Divine Luminescence of the Sacred Exorcist and banish the darkness that plagues the land!"
yellow	"By the strength of light, let darkness be shattered; Pierce through, Holy Ray!"
yellow	"By the strength of my conviction, I invoke the power of resolve; Let my determination never falter and my will never be broken; Conviction of the Just!"
yellow	"By the twin forces of life and death, grant me the power to mend or rend the flesh of my enemies; Let their wounds be healed or their bodies be torn asunder by the whims of fate; Dichotomy of the Healing Harbinger!"
yellow	"By the unyielding mirror of the celestial shield, grant me the power to reflect and deflect the assaults of my enemies; Let their attacks be turned against them, and let their own power be their undoing; Reflection of the Celestial Paragon!"
yellow	"Celestial choir, sing me your hymn; Let your harmonies purify my soul and soothe my troubled heart; Give me the strength to endure any trial and overcome any challenge; Gloria In Excelsis!"
yellow	"Celestial emissary of divine justice, hear my plea; Descend from the highest heavens, with wings outstretched and gleaming sword in hand; Lend me your strength, as we smite the wicked and uphold the virtuous; Grace of the Holy Seraph, heed my call; Angel, materialize before me!"
yellow	"Celestial energy of life and growth, descend upon me and awaken my true potential; Let your power transform my being and transcend all limits, and let your grace be forever radiant; Celestial Awakening!"
yellow	"Celestial radiance of the heavens, cleanse this world of all evil and banish the darkness; Holy Nova!"
yellow	"Divine energy of the heavens, heed my call and form a shield of light; Let your power ward off all harm and protect me from all evil, and let your glory shine forever; Sanctus Aegis!"
yellow	"Divine essence of vitality, flow through me and empower my being; Let your power heal all wounds and rejuvenate all souls, and let your grace be forever praised; Divina Vitalis!"
yellow	"Divine flame of life, ignite within me and burn away all impurities; Let your power purify my soul and fuel my passion, and let your warmth bring forth new life; Ignis Vitae!"
yellow	"Divine glow of rejuvenation, heal my wounds and restore my strength; Miracle Cure!"
yellow	"Divine light of the heavens, illuminate my path and guide me towards righteousness; Let your wisdom and clarity dispel all darkness and confusion, and let your truth be my guide; Lux Veritatis!"
yellow	"Divine radiance, shine upon me; Let your brilliance dispel all darkness and illuminate the path ahead; Grant me the power to overcome any challenge and the courage to face any fear; Lux Aeterna!"
yellow	"Divine radiance, the beacon of eternal hope, shine upon me and cleanse the world of darkness; Let your purifying light illuminate the path of righteousness, as I wield the Celestial Luminescence of the Hallowed Paladin!"
yellow	"Divine shield, protect me from harm; Let your light and power repel all darkness and evil, and keep me safe from all danger; Sanctus Praesidium!"
yellow	"Divine spark of creation, let me breathe life into the world and shape it according to my will; Creator's Blessing!"
yellow	"Elixir of life, the essence of vitality, grant me your power and sustain me through the harshest of trials; Let your sweet nectar flow through my veins and invigorate my body; Golden Ambrosia!"
yellow	"Essence of purity, gather in my hands and purify all that is tainted and impure; Let your cleansing touch wash away the sins of the world; Divine Purification!"
yellow	"Eternal dawn, bestow upon me your rejuvenating warmth; Let the golden rays of life heal and restore the vigor of my allies; Witness the Radiant Revival of the Dawn's Embrace!"
yellow	"Eternal light, unyielding in its radiance, converge upon my outstretched hand; With the power of a thousand suns, imbue me with the divine essence of cosmic fury; Awaken the celestial forge, and let the heavens' judgement rain down upon those who dare oppose me; Solar Flare of Divine Retribution!"
yellow	"Eternal sun, grant me your life-giving radiance; Let the golden rays of vitality invigorate my spirit and heal the wounds of my allies; Bask in the Solar Benediction of the Resplendent Guardian!"
yellow	"Ethereal energy of the heavens, heed my call and grant me your power; Let your light heal my wounds and purify my soul, and let your grace bring forth new life; Etheral Renewal!"
yellow	"Flickering embers of life, dance to the rhythm of my heart and spark a wildfire of passion within me; Let your flames consume all obstacles and ignite my soul; Phoenix Blaze!"
yellow	"From the depths of my being, I call upon the purest essence of life; Let my healing touch mend all wounds and restore all vitality; Essence of Vitality!"
yellow	"From the depths of my being, I summon forth the power of the sun itself; Let its warmth and light be my shield and my sword; Solar Blaze!"
yellow	"From the depths of my soul, I call forth the power of life itself; Let the energy of creation flow through me and heal all that is wounded and sick; Vitality Surge!"
yellow	"Glistening rays of the sun, purify all that is impure; Shine forth, Radiance!"
yellow	"Glorious dawn, herald of hope; Let your rays of light dispel all shadows and reveal the beauty and wonder of creation; Fill my heart with joy and optimism, and let me greet each day with a smile; Solis Ortus!"
yellow	"Glowing surge of energy, let me tap into the very essence of life and harness its power; Vitality Surge!"
yellow	"Golden aura of life, envelop me with your warmth and shield me from all harm; Vitality Ward!"
yellow	"Golden dawn, herald of a new day; Awaken the earth from its slumber and bless it with your life-giving light; Shine your radiance upon all creation, and let your glory be known; Aurora Borealis!"
yellow	"Golden light of dawn, arise and banish all shadows; Let your radiance heal all wounds and purify all souls, and let your glory bring forth a new day; Aurora Brilliance!"
yellow	"Golden rays of the sun, shine upon me and bestow your divine radiance; Let your light purify my soul and heal my wounds, and let your warmth fill me with vitality; Sol Invictus!"
yellow	"Golden threads of fate, weave a tapestry of destiny that guides me towards my true purpose in life; Fate Weaver!"
yellow	"Golden threads of life, weave a tapestry of vitality and bind my wounds with your healing touch; Let your warm embrace soothe my pain and restore my vigor; Threads of the Weaver!"
yellow	"Grant me the power to heal and bring life; Hear my plea, Blessing!"
yellow	"Growth, the essence of all living things, heed my call and unleash your power; Let your endless potential sprout forth and bloom into a magnificent garden; Verdant Paradise!"
yellow	"Harnessing the boundless power of the sun, I unleash a torrent of light, incinerating all who would dare stand against me; Solar Flare of the Immortal Helios!"
yellow	"Healing rain, cleanse me of impurity; Let your soothing drops wash away all pain and sorrow, and renew my body and mind; Let me emerge from the storm stronger and more resilient; Pluvia Salutis!"
yellow	"Heavenly chorus of angels, lend me your voices and strike fear into the hearts of my foes; Let your divine song be my battle cry and crush all who oppose me; Angelic Hymn of Retribution!"
yellow	"I am the bearer of the sacred flame, the one who carries the torch of hope and inspiration; Let the light of my soul guide the lost and the wayward to a brighter tomorrow; Beacon of Hope!"
yellow	"I am the light that dispels the darkness, the sun that brings warmth and life to all; Shine upon me, O' divine radiance, and let your power heal and protect those in need; Solar Blessing!"
yellow	"I call upon the radiant power of the sun, bathing my allies in the warm embrace of life, healing their wounds and restoring their vitality; Luminous Benediction of the Celestial Dawn!"
yellow	"In the face of darkness and despair, I stand firm and unyielding; Let my unwavering spirit light the way to victory; Unbreakable Spirit Radiance!"
yellow	"In the name of the earth and all its creatures, I call forth the healing power of nature; Let it flow through me and mend all wounds and injuries; Arise, Natural Rejuvenation!"
yellow	"In the name of the eternal sun, I invoke the power of protection, shielding my allies with the unwavering light of hope; Solar Aegis of the Daystar's Sanctuary!"
yellow	"In the name of the golden light, I channel the power of the sun to purify all that is unclean and dispel all darkness; Shine forth, Radiant Purification!"
yellow	"In the name of the heavens, let protection shield all; Arise, Sanctuary!"
yellow	"In the name of the life force, I invoke the power of rejuvenation to heal wounds and cure ailments; Arise, Vitality Spring!"
yellow	"In the name of the sun and the stars, I call upon the power of the cosmos; Let the radiant energy of the universe fill me with strength and vitality; Burst forth, Cosmic Blaze!"
yellow	"In the name of the sun, I call forth the healing rays to mend all wounds and restore vitality to the living; Rise and shine, Solar Salvation!"
yellow	"In the name of the yellow star, I summon the light of hope to guide us through the darkest of nights and lead us towards a brighter tomorrow; Shine on, Morning Star!"
yellow	"In the radiance of the eternal dawn, I call forth the life-giving energy of the celestial sphere; Restore and rejuvenate my allies, imbuing them with the resplendent vitality of the heavens' embrace; Resurrection of the Celestial Phoenix!"
yellow	"In this moment of danger and despair, I call upon the spirits of the earth to lend me their strength and resilience; Let the rocks be my armor, the mountains my shield, and the earth my foundation; Terra's Resilience!"
yellow	Let the golden light of dawn bring new life and hope to all who behold it; Let my radiance dispel all darkness and despair; Dawn's Awakening Radiance;
yellow	Let the holy light illuminate the darkness and reveal all that is hidden; Radiant Revelation;
yellow	Let the light of my soul and the power of my spirit ignite the flames of courage and determination within me; Let me face all challenges with unwavering resolve and indomitable will; Solar Inferno;
yellow	"Let the power of life and light be mine to command, and let my enemies cower in fear at my radiance; Let my allies be invigorated by my presence, and let my spirit blaze like the sun; Solar Flare Strike!"
yellow	Let the power of life flow through me and rejuvenate all that it touches; Vitality Renewal;
yellow	"Let the power of light envelop and heal all wounds; Shine bright, Luminescence!"
yellow	Let the power of my spirit and the purity of my heart cleanse this world of all darkness and corruption; Let the light of the heavens shine upon us and guide us towards a brighter tomorrow; Divine Purification;
yellow	"Let the power of the heavens descend upon me, imbuing me with the power of light and life; Let my enemies tremble before my might, and let my allies bask in my radiance; Divine Lightning Aura!"
yellow	Let the power of the sun empower me with the strength of a thousand men; Let my will be unbreakable and my spirit indomitable; Solar Empowerment;
yellow	"Let the power of the sun grant me the gift of flight; With wings of light, I soar through the sky; Solar Flight!"
yellow	Let the power of the sun ignite my soul and fuel my passions; Let my burning desire lead me to victory; Solar Inferno;
yellow	"Let the power of the sun rejuvenate and revitalize; Emerge, Resurgence!"
yellow	"Let the radiance of the sun bless me with the vigor of youth; Let my body be infused with energy and strength, and let my spirit soar beyond the limits of mortality; Golden Youth Renewal!"
yellow	"Let the spell sparkle and ignite the passion of my allies, while deflecting the assaults of my enemies; Let their spells ignite with newfound power, while rendering their spells useless; Dissonance of the Familiars!"
yellow	"Life-giving breeze, refresh my spirit; Let your gentle touch revive my soul and fill me with hope and joy; Carry me towards new horizons and adventures; Zephyr Renewal!"
yellow	"Life-giving force of nature, flow through me and nourish my being; Let your power heal my wounds and rejuvenate my spirit, and let your bounty sustain me forever; Primal Renewal!"
yellow	"Life-giving waters, flow forth and restore all that is broken and withered; Let your healing touch mend the wounds of the earth and the soul; Fountain of Vitality!"
yellow	"Luminous power of creation, let me shape the world according to my will and bring forth a new dawn; Genesis Manifesto!"
yellow	"Luminous rays of the divine, converge and form a brilliant sword of holy light; Let your edge be sharp and your power unyielding; Radiant Blade of Justice!"
yellow	May the divine light guide me and protect me from all harm; Radiant Shield;
yellow	May the light of day dispel all fear and bring forth courage and confidence in my heart; Solar Radiance;
yellow	"May the light of the heavens be my guide; Let me harness the power of the stars and the moon, to protect and heal those I love; Celestial Radiance!"
yellow	"May the light of the yellow element dispel all shadows and banish all darkness; Let my enemies be blinded by my radiant power, and let my allies be inspired by my strength and purity; Yellow Radiance!"
yellow	May the radiance of the sun bless my surroundings with warmth and light; Solar Blessing;
yellow	"O' benevolent sun, I beseech thee to guide me on my journey and protect me from all harm; Let your light shield me from darkness, and let your warmth keep me safe; Radiant Guardian's Blessing!"
yellow	"O' blessed earth, awaken and bring forth new life; Let your fertile soil nurture and grow, and let the seeds of hope sprout and thrive; Blessing of the Harvest!"
yellow	"O' boundless energy of the cosmos, grant me the vigor to overcome fatigue and adversity; Let the inexhaustible power of the universe surge through my veins, revitalizing my spirit; Rejuvenation of the Celestial Dynamo!"
yellow	"O' boundless wellspring of vitality, replenish the energy and stamina of my weary allies; Let the power of your restorative essence invigorate them, granting them newfound strength and endurance; Revitalization of the Eternal Vigor!"
yellow	"O' celestial body, bestow upon me your power and transcend the limits of mortality; Let your radiance illuminate the path to true enlightenment, and guide me towards eternal life; Ascension's Call!"
yellow	"O' dawn of a new day, break the chains of the past and usher in a brighter future; Let your rays of hope pierce through the clouds of doubt, and bring a new dawn of prosperity and joy; Sunrise Redemption!"
yellow	"O' divine essence of life, I beseech thee; Let the light of hope and renewal shine upon all who are in need; Halo of Restoration!"
yellow	"O' divine healer, let your power flow through my hands and mend all wounds; Let your compassion and love bring comfort and relief, and let the sick be made whole; Sacred Touch!"
yellow	"O' divine light, illuminate the path to health and purify all that is impure; Let your rays cleanse the body and soul of all corruption; Radiant Purification!"
yellow	"O' divine messenger, bring forth the power of the gods and deliver me from evil; Let your divine protection shield me from harm, and purify my soul from all corruption; Angelic Salvation!"
yellow	"O' divine messenger, bring forth your holy word and let it guide me; Let your wisdom be my strength, and let your truth be my shield; Heavenly Guidance!"
yellow	"O' divine spirit of the sun, I beseech thee; Let the power of life and light be granted unto me and illuminate my way forward; Radiant Sunbeam!"
yellow	"O' earth's bountiful harvest, grant me the strength of a thousand seeds and the resilience of a mighty oak; Let your abundance flow through me, and empower me to overcome any hardship; Harvest's Blessing!"
yellow	"O' essence of duality, grant me the power to bolster the senses of my allies, while clouding those of my enemies; Let them be as keen as a hawk or as blind as a bat; Augmentation of the Divided Perception!"
yellow	"O' fountain of life, let your essence flow through me and bring forth vitality; Let the light of day rejuvenate my body and soul, and let me shine with a divine aura; Life's Blessing!"
yellow	"O' giver of life, let your power bless and enrich; Let your energy flow through me and bring forth abundance, and let me share in your divine grace; Blessing of Prosperity!"
yellow	"O' golden aura, envelop me in your divine light and grant me the power to vanquish all darkness; Let your brilliance illuminate the way, and banish all evil that dares to threaten the balance of life; Golden Radiance!"
yellow	"O' golden rays of the radiant sun, bestow upon me the boundless energy of life and growth; Let your warmth and light rejuvenate the weary and mend the wounded, as the world awakens to the glory of your divine embrace; With the sun's eternal love as my beacon, I summon the Dawn of the Celestial Revitalization!"
yellow	"O' guardian of life, I beseech thee to watch over me and protect me from all harm; Let your divine presence shield me from danger and keep me safe; Shield of the Divine Guardian!"
yellow	"O' guardian of the divine flame, let your holy fire cleanse and purify; Let the impurities of the world be incinerated, and let the light of truth shine forth; Purifying Blaze!"
yellow	"O' healing waters, wash away the impurities and purify the tainted souls; Let your gentle current cleanse and restore the balance of life, and bring peace to all who seek it; River of Renewal!"
yellow	"O' heavenly choir, sing a hymn of revival and raise the fallen from the brink of death; Let your voices resonate and breathe new life into those who have lost it; Requiem of Rebirth!"
yellow	"O' holy guardian, let your divine protection shield me from all harm; Let your light and power stand between me and danger, and let your strength be my shield; Radiant Guardian!"
yellow	"O' holy guardian, watch over and protect me from all harm; Let your divine presence shield me from evil, and let your radiant aura blind my foes; Sacred Shield!"
